2022-02-08 23:18:54,191 INFO  [Log4j]  
2022-02-08 23:18:54,191 INFO  [Log4j]  
2022-02-08 23:19:00,067 INFO  [Log4j]  
2022-02-08 23:19:00,067 INFO  [Log4j]  
2022-02-08 23:19:06,873 INFO  [Log4j]  
2022-02-08 23:19:06,873 INFO  [Log4j]  
2022-02-08 23:19:12,813 INFO  [Log4j]  
2022-02-08 23:19:12,813 INFO  [Log4j]  
2022-02-08 23:21:09,659 INFO  [Log4j]  
2022-02-08 23:21:09,660 INFO  [Log4j]  
2022-02-08 23:21:15,659 INFO  [Log4j]  
2022-02-08 23:21:15,659 INFO  [Log4j]  
2022-02-08 23:21:21,067 INFO  [Log4j]  
2022-02-08 23:21:21,067 INFO  [Log4j]  
2022-02-08 23:21:26,456 INFO  [Log4j]  
2022-02-08 23:21:26,456 INFO  [Log4j]  
